allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref,org_token
AL000928,EV002262,NDX-R01247,7141,USD,2023-07-28T15:42:15-04:00,NDX/SRC/allocations/02262,WCP
AL000929,EV002264,NDX-R01248,7771,USD,2022-08-16T12:00:40-04:00,NDX/SRC/allocations/02264,WCP
AL000930,EV002266,NDX-R01249,9333,USD,2023-04-13T05:48:40-04:00,NDX/SRC/allocations/02266,WCP
AL000931,EV002268,NDX-R01250,13647,USD,2022-09-24T23:28:12-04:00,NDX/SRC/allocations/02268,WCP
AL000932,EV002270,NDX-R01251,16433,USD,2022-12-19T14:49:20-05:00,NDX/SRC/allocations/02270,WCP
AL000933,EV002274,NDX-R01253,16336,USD,2022-09-12T23:47:18-04:00,NDX/SRC/allocations/02274,WCP
AL000934,EV002278,NDX-R01255,6693,USD,2022-10-30T04:33:58-04:00,NDX/SRC/allocations/02278,WCP
AL000935,EV002280,NDX-R01256,9069,USD,2023-09-06T03:59:38-04:00,NDX/SRC/allocations/02280,WCP
AL000936,EV002284,NDX-R01258,14863,USD,2023-09-28T20:51:59-04:00,NDX/SRC/allocations/02284,WCP
AL000937,EV002286,NDX-R01259,18250,USD,2023-03-16T08:39:00-04:00,NDX/SRC/allocations/02286,WCP
AL000938,EV002288,NDX-R01260,9677,USD,2023-08-14T20:41:41-04:00,NDX/SRC/allocations/02288,WCP
AL000939,EV002290,NDX-R01261,22234,USD,2022-08-24T13:14:42-04:00,NDX/SRC/allocations/02290,WCP
AL000940,EV002292,NDX-R01262,4588,USD,2022-07-19T17:21:43-04:00,NDX/SRC/allocations/02292,WCP
AL000941,EV002294,NDX-R01263,15981,USD,2023-06-05T22:41:58-04:00,NDX/SRC/allocations/02294,WCP
AL000942,EV002296,NDX-R01264,12529,USD,2023-07-18T15:15:13-04:00,NDX/SRC/allocations/02296,WCP
AL000943,EV002298,NDX-R01265,7066,USD,2022-10-28T22:21:59-04:00,NDX/SRC/allocations/02298,WCP
AL000944,EV002303,NDX-R01269,7206,USD,2023-02-27T17:32:16-05:00,NDX/SRC/allocations/02303,WCP
AL000945,EV002305,NDX-R01270,26123,USD,2023-04-27T19:56:26-04:00,NDX/SRC/allocations/02306,WCP
AL000946,EV002305,NDX-R01271,11513,USD,2023-04-27T16:39:06-04:00,NDX/SRC/allocations/02306,WCP
AL000947,EV002310,NDX-R01273,7363,USD,2023-01-27T16:12:10-05:00,NDX/SRC/allocations/02310,WCP
AL000948,EV002314,NDX-R01275,17782,USD,2023-10-11T12:55:32-04:00,NDX/SRC/allocations/02314,WCP
AL000949,EV002316,NDX-R01276,76555,USD,2023-10-05T13:48:45-04:00,NDX/SRC/allocations/02316,WCP
AL000950,EV002320,NDX-R01278,48750,USD,2023-02-27T18:56:37-05:00,NDX/SRC/allocations/02321,WCP
AL000951,EV002320,NDX-R01279,50396,USD,2023-03-01T08:38:59-05:00,NDX/SRC/allocations/02321,WCP
AL000952,EV002323,NDX-R01280,12926,USD,2023-10-11T15:24:21-04:00,NDX/SRC/allocations/02323,WCP
AL000953,EV002327,NDX-R01282,3835,USD,2023-03-02T05:35:55-05:00,NDX/SRC/allocations/02327,WCP
AL000954,EV002329,NDX-R01283,13424,USD,2023-03-27T18:55:47-04:00,NDX/SRC/allocations/02329,WCP
AL000955,EV002331,NDX-R01284,5619,USD,2023-02-01T20:23:01-05:00,NDX/SRC/allocations/02331,WCP
AL000956,EV002333,NDX-R01285,55651,USD,2023-09-11T18:18:23-04:00,NDX/SRC/allocations/02333,WCP
AL000957,EV002335,NDX-R01286,14357,USD,2022-09-12T10:11:16-04:00,NDX/SRC/allocations/02335,WCP
AL000958,EV002337,NDX-R01287,18168,USD,2023-03-28T21:58:22-04:00,NDX/SRC/allocations/02337,WCP
AL000959,EV002339,NDX-R01288,4263,USD,2022-08-31T11:32:16-04:00,NDX/SRC/allocations/02340,WCP
AL000960,EV002339,NDX-R01289,2908,USD,2022-08-31T10:34:05-04:00,NDX/SRC/allocations/02340,WCP
AL000961,EV002344,NDX-R01291,16542,USD,2022-07-30T12:46:30-04:00,NDX/SRC/allocations/02344,WCP
AL000962,EV002346,NDX-R01292,18561,USD,2023-01-15T16:09:58-05:00,NDX/SRC/allocations/02346,WCP
AL000963,EV002351,NDX-R01295,119397,USD,2023-02-17T09:33:24-05:00,NDX/SRC/allocations/02351,WCP
AL000964,EV002353,NDX-R01296,35614,USD,2022-12-12T16:02:49-05:00,NDX/SRC/allocations/02353,WCP
AL000965,EV002356,NDX-R01298,27713,USD,2023-05-30T18:53:26-04:00,NDX/SRC/allocations/02356,WCP
AL000966,EV002358,NDX-R01299,4044,USD,2023-03-24T15:57:51-04:00,NDX/SRC/allocations/02358,WCP
AL000967,EV002361,NDX-R01300,25981,USD,2023-05-07T02:16:33-04:00,NDX/SRC/allocations/02361,WCP
AL000968,EV002363,NDX-R01301,17014,USD,2023-08-28T13:23:21-04:00,NDX/SRC/allocations/02363,WCP
AL000969,EV002365,NDX-R01302,95090,USD,2023-08-04T15:11:45-04:00,NDX/SRC/allocations/02365,WCP
AL000970,EV002367,NDX-R01303,108518,USD,2022-08-25T18:58:30-04:00,NDX/SRC/allocations/02367,WCP
AL000971,EV002371,NDX-R01305,92471,USD,2023-05-31T01:02:50-04:00,NDX/SRC/allocations/02371,WCP
AL000972,EV002373,NDX-R01306,12696,USD,2023-05-24T15:48:28-04:00,NDX/SRC/allocations/02374,WCP
AL000973,EV002373,NDX-R01307,9154,USD,2023-05-23T19:43:03-04:00,NDX/SRC/allocations/02374,WCP
AL000974,EV002376,NDX-R01308,7038,USD,2023-05-01T11:04:54-04:00,NDX/SRC/allocations/02376,WCP
AL000975,EV002378,NDX-R01309,5209,USD,2022-08-27T09:33:52-04:00,NDX/SRC/allocations/02378,WCP
AL000976,EV002381,NDX-R01311,106751,USD,2022-12-22T04:49:28-05:00,NDX/SRC/allocations/02381,WCP
AL000977,EV002384,NDX-R01313,21936,USD,2022-12-06T07:03:15-05:00,NDX/SRC/allocations/02384,WCP
AL000978,EV002386,NDX-R01314,7967,USD,2022-10-12T09:05:41-04:00,NDX/SRC/allocations/02386,WCP
AL000979,EV002388,NDX-R01315,70897,USD,2023-06-06T12:27:47-04:00,NDX/SRC/allocations/02388,WCP
AL000980,EV002390,NDX-R01316,22449,USD,2023-08-05T18:59:32-04:00,NDX/SRC/allocations/02390,WCP
AL000981,EV002393,NDX-R01318,47471,USD,2023-09-16T21:31:08-04:00,NDX/SRC/allocations/02394,WCP
AL000982,EV002393,NDX-R01319,23675,USD,2023-09-12T15:28:39-04:00,NDX/SRC/allocations/02394,WCP
AL000983,EV002396,NDX-R01320,2500,USD,2023-05-15T16:09:20-04:00,NDX/SRC/allocations/02396,WCP
AL000984,EV002399,NDX-R01321,22198,USD,2023-02-02T21:37:42-05:00,NDX/SRC/allocations/02399,WCP
AL000985,EV002401,NDX-R01322,5514,USD,2022-12-16T08:38:57-05:00,NDX/SRC/allocations/02401,WCP
AL000986,EV002403,NDX-R01323,1795,USD,2022-08-09T16:21:22-04:00,NDX/SRC/allocations/02404,WCP
AL000987,EV002403,NDX-R01324,1717,USD,2022-08-11T04:48:20-04:00,NDX/SRC/allocations/02404,WCP
AL000988,EV002407,NDX-R01326,154698,USD,2023-10-14T00:05:30-04:00,NDX/SRC/allocations/02407,WCP
AL000989,EV002410,NDX-R01328,52691,USD,2022-12-25T07:46:48-05:00,NDX/SRC/allocations/02410,WCP
AL000990,EV002412,NDX-R01329,7507,USD,2023-06-09T10:14:27-04:00,NDX/SRC/allocations/02412,WCP
AL000991,EV002414,NDX-R01330,6075,USD,2023-04-06T22:54:52-04:00,NDX/SRC/allocations/02415,WCP
AL000992,EV002414,NDX-R01331,5532,USD,2023-03-25T16:25:18-04:00,NDX/SRC/allocations/02415,WCP
AL000993,EV002417,NDX-R01332,4160,USD,2023-02-13T12:16:35-05:00,NDX/SRC/allocations/02417,WCP
AL000994,EV002420,NDX-R01334,20303,USD,2023-05-24T06:28:53-04:00,NDX/SRC/allocations/02420,WCP
AL000995,EV002424,NDX-R01336,13412,USD,2023-08-13T16:50:26-04:00,NDX/SRC/allocations/02424,WCP
AL000996,EV002426,NDX-R01337,11498,USD,2023-07-17T21:18:29-04:00,NDX/SRC/allocations/02426,WCP
AL000997,EV002428,NDX-R01338,65329,USD,2023-08-28T16:39:53-04:00,NDX/SRC/allocations/02428,WCP
AL000998,EV002430,NDX-R01339,6213,USD,2022-08-16T12:20:14-04:00,NDX/SRC/allocations/02430,WCP
AL000999,EV002433,NDX-R01341,12136,USD,2022-09-14T09:11:16-04:00,NDX/SRC/allocations/02433,WCP
AL001000,EV002435,NDX-R01342,85250,USD,2023-01-06T22:57:37-05:00,NDX/SRC/allocations/02435,WCP
AL001001,EV002439,NDX-R01344,9154,USD,2022-11-29T10:42:53-05:00,NDX/SRC/allocations/02439,WCP
AL001002,EV002441,NDX-R01345,14445,USD,2022-08-18T13:46:04-04:00,NDX/SRC/allocations/02441,WCP
AL001003,EV002443,NDX-R01346,12914,USD,2023-08-02T18:50:49-04:00,NDX/SRC/allocations/02443,WCP
AL001004,EV002445,NDX-R01347,7018,USD,2022-08-07T22:06:00-04:00,NDX/SRC/allocations/02445,WCP
AL001005,EV002447,NDX-R01348,12593,USD,2023-06-28T16:00:54-04:00,NDX/SRC/allocations/02447,WCP
AL001006,EV002449,NDX-R01349,7560,USD,2023-09-27T18:07:31-04:00,NDX/SRC/allocations/02449,WCP
AL001007,EV002452,NDX-R01350,13817,USD,2022-09-28T13:21:01-04:00,NDX/SRC/allocations/02452,WCP
AL001008,EV002454,NDX-R01351,22488,USD,2022-09-08T21:37:21-04:00,NDX/SRC/allocations/02454,WCP
AL001009,EV002458,NDX-R01354,2598,USD,2022-11-01T11:35:16-04:00,NDX/SRC/allocations/02459,WCP
AL001010,EV002458,NDX-R01355,2722,USD,2022-11-02T02:34:06-04:00,NDX/SRC/allocations/02459,WCP
AL001011,EV002463,NDX-R01357,8618,USD,2023-03-06T13:17:57-05:00,NDX/SRC/allocations/02463,WCP
AL001012,EV002465,NDX-R01358,5350,USD,2023-10-17T15:01:32-04:00,NDX/SRC/allocations/02465,WCP
AL001013,EV002467,NDX-R01359,6605,USD,2022-10-19T15:23:16-04:00,NDX/SRC/allocations/02467,WCP
AL001014,EV002470,NDX-R01361,5036,USD,2022-08-29T18:04:20-04:00,NDX/SRC/allocations/02470,WCP
AL001015,EV002474,NDX-R01364,4646,USD,2023-08-17T18:01:56-04:00,NDX/SRC/allocations/02474,WCP
AL001016,EV002476,NDX-R01365,14745,USD,2023-05-14T11:08:43-04:00,NDX/SRC/allocations/02476,WCP
AL001017,EV002479,NDX-R01366,4222,USD,2023-08-01T03:38:08-04:00,NDX/SRC/allocations/02479,WCP
AL001018,EV002481,NDX-R01367,156600,USD,2022-08-16T19:50:02-04:00,NDX/SRC/allocations/02481,WCP
AL001019,EV002483,NDX-R01368,46509,USD,2022-08-02T17:49:21-04:00,NDX/SRC/allocations/02483,WCP
AL001020,EV002485,NDX-R01369,15236,USD,2022-10-14T14:12:35-04:00,NDX/SRC/allocations/02485,WCP
AL001021,EV002487,NDX-R01370,15318,USD,2022-11-30T15:23:01-05:00,NDX/SRC/allocations/02487,WCP
AL001022,EV002490,NDX-R01372,14307,USD,2023-09-19T17:08:46-04:00,NDX/SRC/allocations/02490,WCP
AL001023,EV002494,NDX-R01374,20098,USD,2022-07-30T21:12:11-04:00,NDX/SRC/allocations/02494,WCP
AL001024,EV002496,NDX-R01375,4006,USD,2023-11-10T13:49:20-05:00,NDX/SRC/allocations/02496,WCP
AL001025,EV002498,NDX-R01376,13111,USD,2022-10-24T20:03:30-04:00,NDX/SRC/allocations/02498,WCP
AL001026,EV002500,NDX-R01377,3333,USD,2023-04-24T17:17:22-04:00,NDX/SRC/allocations/02500,WCP
AL001027,EV002502,NDX-R01378,27158,USD,2023-03-23T10:07:12-04:00,NDX/SRC/allocations/02502,WCP
AL001028,EV002506,NDX-R01380,34794,USD,2022-08-19T14:22:06-04:00,NDX/SRC/allocations/02506,WCP
AL001029,EV002509,NDX-R01382,6988,USD,2023-04-11T10:39:19-04:00,NDX/SRC/allocations/02509,WCP
AL001030,EV002511,NDX-R01383,12957,USD,2022-10-29T07:33:59-04:00,NDX/SRC/allocations/02511,WCP
AL001031,EV002513,NDX-R01384,10237,USD,2023-05-29T20:35:55-04:00,NDX/SRC/allocations/02513,WCP
AL001032,EV002515,NDX-R01385,62102,USD,2022-08-29T21:47:44-04:00,NDX/SRC/allocations/02515,WCP
AL001033,EV002517,NDX-R01386,4546,USD,2023-08-29T07:08:32-04:00,NDX/SRC/allocations/02518,WCP
AL001034,EV002517,NDX-R01387,3820,USD,2023-08-23T15:40:45-04:00,NDX/SRC/allocations/02518,WCP
AL001035,EV002522,NDX-R01389,8083,USD,2023-09-25T15:08:14-04:00,NDX/SRC/allocations/02522,WCP
AL001036,EV002525,NDX-R01391,61370,USD,2022-12-12T15:25:17-05:00,NDX/SRC/allocations/02525,WCP
AL001037,EV002527,NDX-R01392,57929,USD,2023-09-17T12:30:15-04:00,NDX/SRC/allocations/02527,WCP
